s	scores
NA18536	[0.20234060449218713,0.2859322684724646,-0.01997830843282318,0.07044065221463566,0.008882538032590164,-0.003914051445692906,9.776897302443248E-4,-0.002748165979888009,-0.00980208952685167,0.006765776588250608,-0.004206121661046261,0.017674702386789205,5.218288663420174E-4,-0.0031667114174447016,0.010759902237819429,-0.05150207113828547,0.026191060117376135,0.0014722638482685317,-0.011430188883212474,7.181357616110767E-4]
NA18537	[0.20084175193645826,0.284084080169898,-0.014368614283004014,0.07042891742871069,0.01663370251010243,-0.015674767381460154,-0.04210018230970698,-0.007890949180206329,-0.002591142827495523,-8.662827067407898E-4,0.004603264024958987,0.013747564020338348,0.007972336074339734,-0.005021088141836846,0.01275909370100055,-0.06500832061860896,0.035548015382067255,-0.008618552158945282,-0.00740554133662694,0.0021071952862327242]
NA18538	[0.19895527898130277,0.28548715048392015,-0.007618468448017848,0.07235797451320952,0.008703131926644705,-0.023603520711573782,-0.04639800544700287,-0.011897105143877781,-0.0022999719219888954,0.001138347725094719,-0.007727335207635915,0.017101049647306556,0.008469247655141829,-0.00883082091903974,-0.004037368523642483,-0.08139628840781517,0.03265782551143588,-0.010748944872682612,-0.003604775143169612,-0.003395602939184398]
NA18539	[0.20929985279031488,0.2826394609862374,-0.01013706244694938,0.06793708008628459,0.018072923599393022,-0.02104429574722194,-0.0554753082421607,-0.009243991213843164,-0.002016437747448233,0.008486305617752576,-0.0014315006165143754,0.0300069642849447,0.0010792798003387103,-0.008962372365769041,0.015197948442096716,-0.06818516208215299,0.04373458098346138,-0.0039557155025938305,-0.006079560785669761,-6.871091531207569E-4]
NA18541	[0.19689027678248855,0.2856581687980178,-0.007669488106651684,0.0695842238359746,0.01304165970998106,-0.019668988804327537,-0.04608224392592541,-0.010130531875954411,-0.004726363188587682,0.003139105471164812,-9.83847790068501E-4,0.028487599103405706,0.015434943815161901,-0.016745834491221925,0.009796274515563055,-0.0768029850784044,0.0302570512320601,-0.016615648979075994,0.005391860892739597,-0.011426127081453108]
NA18542	[0.20065395906922878,0.2826234943965346,-0.015780016118901768,0.06325099717272306,0.016030470704963055,-0.022935210407242848,-0.054647509877019815,-0.014386156455126446,-0.008572042536695107,-0.0028492035877718896,0.005584813619053498,0.021734127016338357,0.009551274696891774,-0.007308256862317478,0.010270548371920806,-0.07183055358075459,0.03482775058266192,-0.012798040683095747,-0.003954043267018954,-0.0015088777046216514]
NA18543	[0.2060622672297838,0.2971058092778283,-0.021490485310236916,0.08089381361219562,0.016819284028833415,0.0049111616981301915,0.0064239791164882164,0.009610140985486288,-0.008720842837608867,0.0014057432369362916,0.007185420749178113,0.002250857673779409,0.00799606850178354,0.007305857644112617,0.01101417618847501,-0.031138704609453373,0.026863254313799812,-0.008674669547000595,-0.0018585903526169123,0.007838518165213656]
NA18544	[0.20051333199591134,0.2847040836823723,-0.010577369364772247,0.07891916930077461,0.013152835765634413,-0.014036300120344698,-0.04323288708816603,-0.01418361133133354,0.001107280856922093,0.006067961999740921,0.004566865570824407,0.022166083500600113,0.015195434157892825,2.215356169667219E-4,0.004019178353336611,-0.06337525012815087,0.03485712553107962,-0.005353938332792602,-0.0035275737885132738,-0.0021168135934106934]
NA18545	[0.20726138371306338,0.29498581483594066,-0.017655984169194613,0.07180494265558009,0.010827906812273991,0.011487131290978319,0.005931045121959674,0.0015558987439634694,-0.009205197404606732,-0.0033877360302014973,-0.005452229210524688,0.007009925405189411,0.0011462592232933026,6.525792719565798E-4,0.010646399287925509,-0.031576873627760196,0.010921788513463624,-0.0010746533449943684,0.0012689171559533432,0.005232860103313748]
NA18546	[0.21392304596734843,0.29237996225759216,-0.016946396817116963,0.07597683134015278,0.003914942590781041,-0.01610048090384706,-0.043663949464521935,-0.010071640950209298,-6.238765816246723E-4,-0.0024717864785110968,0.010748848079865678,0.02139888681849339,0.0018834729521612402,-0.012758212715332774,0.01047129478593295,-0.07160277635676099,0.032396320770798716,-0.01810095377311079,-0.0058432216094655605,3.867265592393636E-4]
NA18547	[0.19832344534454743,0.28575268218974953,-0.00915235774063818,0.06303297919730388,0.018038678094169897,-0.017855692232213175,-0.03884640141591859,-0.014947663290449635,-2.6019798147351454E-4,0.0012888254808622942,0.0013843777514468626,0.018508182077758166,0.012533611001976974,-0.0123929518283038,0.01365565283911427,-0.0708937040329506,0.0308320415788103,-4.6936770763143055E-4,-0.008839895303703329,0.006164770781187266]
NA18548	[0.20710369875896378,0.28714893308599376,-0.006533560525542309,0.07070422518567185,0.011047981777947578,-0.024276111906311997,-0.040440176351623267,-0.01763136637076536,5.272285819072142E-4,0.005902745703569828,-4.7179486312057457E-4,0.012484431386847407,0.01941925834655638,-0.010089519102453528,0.00883087418112599,-0.07502123929209638,0.028388567429284094,-0.013430517440931792,-0.007854503244732585,0.001470363250199565]
NA18549	[0.2004092912604945,0.29684737596203503,-0.02340096093531191,0.07847885793341895,0.01804031248862151,0.017938784363598442,0.015403900916224409,0.0054433960663798145,0.00199195651268226,-0.002613516703570582,-0.002314769364368073,0.005857344365159869,0.01136004659121461,-0.01046315442160351,-0.00571706290185823,-0.03495089127870694,0.031128358673095977,-0.005045735795220124,-0.00259762606977772,-0.01381857896285517]
NA18550	[0.20197233823827365,0.2925881544451953,-0.030224073547536954,0.07861691586983471,0.008349248523153684,0.03645027529188489,0.05667072646686326,0.016959835905631458,-0.014361197804243643,0.009796085484737895,-0.004261349049269186,0.0027849978467292457,0.012589583932958904,-2.569971467479422E-4,-3.1521857009220785E-4,-0.0044607818781634495,0.005745233607279052,0.0021517002935613114,-0.0020942040681569446,-0.0019268697811153303]
NA18552	[0.2098525795922059,0.2897480259788961,-0.009414517455687145,0.06650659541594509,0.01517871689474267,-0.001254128648919327,-0.005288205871695574,-0.004604582173646687,-9.32600880375373E-4,-0.002436812557770896,-0.004829602231885479,0.020709377294158875,0.0026557023504467443,-0.007585996437437474,0.011914183041805282,-0.051214197826102814,0.013079580956093,6.016536032711498E-4,0.004807309090962054,-0.006398924078448997]
NA18553	[0.2007372169012703,0.2773157843362668,-0.01010378801632763,0.06712770502551696,0.013671125277654485,-0.02031043794259835,-0.04148038654135161,-0.009480713779083072,-0.011305023913498528,0.01028804951273655,-0.009570143833987835,0.02929491600164128,0.013589376598816098,-0.010895569827869383,0.002216989336393351,-0.04906329146945523,0.015203403666976454,-0.004324660757475326,7.687574262532711E-4,-0.005904159001929422]
NA18555	[0.20378717124054738,0.29533689013260633,-0.0148292446784296,0.07761201714519242,0.011701737306525569,0.008932718631770718,4.6209174124680724E-4,0.005880149124407705,-0.004335581691712878,0.004890772104136887,-0.005539910106440964,0.02323742386807946,0.007033969496130389,-0.0028154305608511948,-0.0013833888304330088,-0.033373927324591476,0.028450355501614632,-0.011812586952429772,-0.010878709601512706,-0.008024845135512361]
NA18557	[0.2052639448069298,0.28790904231287096,-0.008676835966023961,0.06418671885162854,0.026207386530693214,-0.015460903485783082,-0.05479329964784757,-0.006678959486726584,-0.006291313528913281,-8.274715232161077E-4,0.007850188373351007,0.017693374592832576,0.0031930979085078976,-0.015033559550880735,0.010007273016614367,-0.06325852912099429,0.050452689749829444,-0.018895200038327606,0.006447042014183802,-0.0038469135018620437]
NA18558	[0.20323091002723362,0.2799997321695881,-0.010612349167983134,0.06702018239208214,0.015190255842345695,-0.023984010350350426,-0.04337280360061529,-0.010559791866242348,-0.004070762701948313,-0.003382177017631416,-0.0023326403412087414,0.013743244868819221,0.003341448970129659,-0.008558741681800389,0.002226062721227008,-0.06477650407858053,0.04116585116499759,-0.013626242497455757,-0.0015084842688421092,0.0158834789840118]
NA18559	[0.20331763814199705,0.2866011329932269,-0.018278750351615494,0.07186469677287813,0.00743454882596019,-0.0034811359136817897,-0.016940919279468666,-0.0036710524638875514,-0.0026232018672319134,-0.00229875017559302,0.009418204264375568,0.011212706989647821,0.010659316877928574,-0.008059553920236242,0.00665750158229173,-0.0587255153095409,0.026666488925666653,-0.016578327469881284,-0.008069837782822012,-0.0010385465994207845]
NA18560	[0.20524687858950286,0.29691679339721305,-0.01748013897841614,0.07713142768502658,0.011861210703579886,0.011422058972523564,0.016478519826473102,0.005125949671364158,-0.011034375834576173,-0.0024669647036418083,0.0050507417178043065,0.015281368669897455,0.004948226642339771,-0.002267384244070608,0.005680206153529269,-0.04487551890679328,0.014446625614405158,-0.0030732714339359894,-0.0035140370250861886,-0.00634927312919148]
NA18561	[0.20716141693828324,0.2756980887021022,-0.013186813176126707,0.06331401727345144,0.007693408092026158,-0.013090194255192611,-0.033577142041341636,-0.005640891499303355,0.0025878177863525764,0.005877961225995429,0.004191208545970141,0.020200000737989474,0.01581584945333699,-0.014421107206918762,0.006401791482616887,-0.06506874562026296,0.03701307691938388,-0.006984886105887824,-8.178741378506571E-4,-0.0014240882674838562]
NA18562	[0.2025287895420761,0.28135787553370334,-0.014918335079518192,0.0693909868488898,0.0054226467083740544,-0.01805633685702655,-0.047054668957994115,-0.010783280312467235,0.006712953582084254,0.006088102573029925,-0.00791337060692964,0.018360418407908013,0.014858439749328763,-0.008821761135359256,0.007042859857173406,-0.07787761918527342,0.0418034544086419,-0.012817198335367626,1.3648841144717525E-4,-6.937577809062414E-4]
NA18563	[0.20258952188878646,0.2821731579678761,-0.0016400055710199862,0.07266104356088177,0.016311648722494236,-0.017593197248546466,-0.05002018802141271,-0.00461065116032596,0.009948196294182594,0.005108439748457094,0.005114527784547999,0.016140783708995167,0.011710539944673472,-0.01048659846572713,0.0010924340656417123,-0.07148248173944481,0.04847421514492326,-0.0069091899152461545,-0.0021173180507874415,0.0012420085804085554]
NA18564	[0.19600343631876738,0.2821877459392593,-0.01709981565591637,0.06739448987091402,0.011843202602128651,-0.017530954501744977,-0.04670840078232085,-0.006880482788760276,-0.0020113806861963538,7.808787894896329E-4,0.007225318646657599,0.01915159984203987,0.008291139356371604,-0.0029696680291136364,0.0017397501268159987,-0.07713693828582367,0.036978068910167236,-8.533391924123995E-4,-0.009178915182757375,-0.007719965774931019]
NA18565	[0.20348810216188054,0.2974752389311365,-0.014563140743884626,0.07536237622732707,0.016340184223052185,0.013560005254741903,0.018692641866743964,0.00444533976850951,-0.010498063542104,0.0037800353193264587,-0.0024941600695591475,0.018320113275933646,0.00727371461096012,0.0029209685935826816,5.38830345296259E-4,-0.03858504980313953,0.016934206012967856,-0.001520018748630254,-0.004598537279355391,0.013806990346573981]
NA18566	[0.2079512764507535,0.2886898366284793,-0.01239940123545511,0.06754437692326887,0.01736048677276959,-0.011457202461220353,-0.045962878343598114,-0.012668061476827813,-0.009635775664859009,0.004478637277002813,-0.004039237556875295,0.01743045591473598,0.0018376110191290593,-0.012222728190176493,0.004216909698572026,-0.054096566293611925,0.046939642023407384,-0.010854128809031516,-0.003054433387581637,0.0018382965415942665]
NA18567	[0.20567050922532046,0.2874430282966968,-0.010765384393370462,0.06586288845875847,0.011346510086769488,-0.017839371049804528,-0.040554110699844874,-0.01345761256909019,0.011849697222846955,0.0074658678093330304,0.001410423505700689,0.022657108322269272,0.025548954676078553,-0.012250212556519698,0.005446448996877825,-0.06126450849552063,0.03710927352619628,-0.004562600931753664,-0.007720393432288831,-9.997869110192356E-4]
NA18570	[0.2086576486150093,0.2966556929144754,-0.01763291579758475,0.08119111356483576,0.01541011197048901,0.0030271627109601435,9.562349618663758E-4,0.0036574463220548563,-0.011110774961395514,-0.0034473086962802796,9.565819805535757E-4,0.003552556588724274,0.0035970001036207196,-0.010218864085498278,0.008817564664409847,-0.03837318526152917,0.021833405852494513,7.457384568131884E-4,-0.0042854166859524695,-0.003000811464302329]
NA18571	[0.19740232120809573,0.29075151309442093,-0.016155508612864255,0.0725042269219349,0.009103207739340197,0.013860020471414833,0.011559541518300112,0.0020182881898510537,9.525557182895871E-4,-0.005632939237351271,-0.010161741867262099,0.007068345856392888,0.012046710823077008,-0.004533303588322478,0.012619912769882837,-0.03182635916218142,0.007897931842816008,-0.002259295061424105,-0.002257661967101823,-0.0013029218033518738]
NA18572	[0.2000473963328423,0.2976313721949962,-0.005436999719229291,0.0690029299815418,0.012593691434505755,-0.021875064893417753,-0.05065581036227979,-0.009898365450052498,-0.0058090403259417975,-0.0068888247869795145,5.951089052817282E-4,0.022964459626585575,0.026711704836345728,-0.005678297962603827,0.0107176589725475,-0.08051210366615448,0.03386444969536617,-0.012160283932957787,-5.520167990276524E-4,-0.011264990347992047]
NA18573	[0.202588498367013,0.2869065136963207,-0.02765699318129991,0.06511058238600834,0.018751647787643856,0.008554997961062294,0.009457594074597253,0.0016977587909224397,-0.0048841142347214594,0.004642552924752149,0.006419182132322733,0.004547741965218778,0.01290540809127179,-0.004321724117013837,0.009699418364361617,-0.05605892040123614,0.019767157805503026,-0.00373253183148109,0.0027525245473692165,0.006579096948748357]
NA18574	[0.20364594256826057,0.2809927446822565,-0.011028096598890624,0.06893349619364515,0.012048622884745794,-0.021520720438895892,-0.04095294613082372,-0.010127809955917087,-0.002991192547840086,-9.915928989796933E-4,0.017387811618810194,0.017548106018304848,0.024031428025650427,-0.009884613557331319,0.006561010802795547,-0.07863204076690845,0.032813978089214685,-0.0029539367669699705,-0.009468510478224822,-0.008963533790994866]
NA18577	[0.20529311015685725,0.2954527388636761,-0.019556325673033618,0.07641835255041511,0.011707198873557721,-0.02013572182600554,-0.014738750802829895,-0.004550893862855927,-0.004838679702724887,0.006695768438940801,2.036093356010329E-4,0.019309685190562066,-8.003261877843529E-4,-0.008800056108283175,0.006850626452829355,-0.05605820088644953,0.0338734253030502,-9.271709857630871E-4,-0.0077372556799309485,-0.003923242823544633]
NA18579	[0.20689824603187082,0.28631762545887485,-0.01241789614431399,0.06407157531094583,0.019187926788748155,-0.023109430454013133,-0.046137103928709136,-0.01050772958351809,0.003967581909969327,-0.0017698245292315652,-6.122701840709345E-4,0.025030799430325625,0.01176169128976944,-0.0065725568088080425,0.013779568699750236,-0.06993398302509272,0.03439415319015155,-0.01944497388922998,0.006191761999934844,-0.010481866002965832]
NA18582	[0.20230942447977351,0.29147872269104586,-0.019307067804788136,0.07839060973265513,0.010325192297179793,0.007856305669530831,0.011960544529901475,-0.0026243156476448144,-0.004244955475780829,0.0012173239634486873,0.0014292674701128646,0.011474635142097945,0.012013835498567554,-0.007551585581735498,0.0044568215259568975,-0.026158443919896537,0.01945158981210088,-0.005271178872327601,-0.011229774447732313,-0.005319550298768532]
